product_id,start_date,end_date,standard_cost
012fbb46-4cd3-4288-b1fa-d6fe3203db0f,2012-05-30 00:00:00,2013-05-29 00:00:00,9.7136
012fbb46-4cd3-4288-b1fa-d6fe3203db0f,2013-05-30 00:00:00,,9.1593
23322ca8-e78f-4e60-a160-5d1e94156403,2012-05-30 00:00:00,2013-05-29 00:00:00,9.7136
23322ca8-e78f-4e60-a160-5d1e94156403,2013-05-30 00:00:00,,9.1593
84a1608e-2d4f-45b1-b28d-fdf1053f4f38,2012-05-30 00:00:00,2013-05-29 00:00:00,15.6709
c86fa47b-7abb-4704-a3a0-72672b79f306,2012-05-30 00:00:00,2013-05-29 00:00:00,15.6709
aa496d61-efa1-44b6-8b6f-a05b18c3ec25,2012-05-30 00:00:00,2013-05-29 00:00:00,15.6709
0fcd0d2f-4f37-40ed-9d9e-c915482f002b,2013-05-30 00:00:00,,23.749
f3a1a020-29d6-450a-a649-88f5a29a5c8a,2013-05-30 00:00:00,,23.749
045ef7c4-95fa-431b-9733-23b08000078b,2013-05-30 00:00:00,,23.749
f0a0c34c-53ad-4d50-b59e-2dde7b71cb55,2013-05-30 00:00:00,,26.1763
f7a40aea-73fe-46af-826c-9333c38bd221,2013-05-30 00:00:00,,26.1763
2c372316-0257-442e-ac56-9e7a2d7c1793,2013-05-30 00:00:00,,26.1763
4782606a-0c9b-477e-9e0f-e996d5c298e2,2013-05-30 00:00:00,,1.8663
6e148e42-5cc5-45e0-86cc-0599c2490560,2013-05-30 00:00:00,,3.7363
b978529c-3dff-4916-90da-9ea688df7333,2013-05-30 00:00:00,,3.3623
eca4e568-b2dc-4f1e-aa55-444911bfedcf,2013-05-30 00:00:00,,0.8565
a188811a-7b81-404a-a51a-7dc0500740d4,2013-05-30 00:00:00,,3.3623
eecf7d11-2a88-4636-b66c-8404946577c6,2013-05-30 00:00:00,,3.3623
9d7e34ff-9daf-4d53-a2e2-c4433ddbc8ac,2013-05-30 00:00:00,,44.88
ff814bac-d3da-4f66-b911-96ae92edb41a,2013-05-30 00:00:00,,2.9733
ca8f411c-0afd-4857-89df-427a7fc28b72,2013-05-30 00:00:00,,8.2205
81b79a06-36f9-4d7b-967e-29ac4c2d9c83,2013-05-30 00:00:00,,59.466
4660f34e-9756-478f-a608-75985d50bb59,2013-05-30 00:00:00,,20.5663
4679efad-05d2-4411-917d-1101386b453d,2013-05-30 00:00:00,,41.5723
d943aede-2a57-4244-ad61-241e606bfa4f,2013-05-30 00:00:00,,41.5723
ae996b63-bbd0-4942-8332-a7a0602ff521,2013-05-30 00:00:00,,41.5723
07f93ab3-8ef3-4951-ad0a-7736bfe4526f,2013-05-30 00:00:00,,41.5723
4e953b1f-7874-4ee8-940d-49dc72a54089,2013-05-30 00:00:00,,601.7437
65184fd4-a1cf-4b02-b15a-d4250852ab89,2013-05-30 00:00:00,,199.8519
15cb43da-7af2-45c7-a978-47177716b1ba,2013-05-30 00:00:00,,601.7437
508b7487-b39a-4283-be24-705e03b03a99,2013-05-30 00:00:00,,601.7437
9b301798-2fc9-41d5-9c25-330322d2a39b,2013-05-30 00:00:00,,601.7437
8bc8be76-d86c-46ab-b9ee-771121c40d23,2013-05-30 00:00:00,,601.7437
148b277a-3e0b-4660-afe9-46279d01951a,2013-05-30 00:00:00,,601.7437
49cb46cc-0329-4073-bfa4-d64cb370172a,2013-05-30 00:00:00,,601.7437
2ecff5a0-9e0c-4b77-a7fc-e50a35e61f4a,2013-05-30 00:00:00,,601.7437
553be5d8-6a6a-40f0-a543-5046f0f2d12c,2013-05-30 00:00:00,,53.9282
7b182661-560d-4c99-8d9b-e7f9b8dea315,2013-05-30 00:00:00,,199.8519
00d697bd-e064-4e0a-8486-c04f6a4377c3,2013-05-30 00:00:00,,199.8519
46bd432a-7338-45a5-9489-0c4ec40ebd75,2013-05-30 00:00:00,,199.8519
0a172c16-d28e-4f60-8731-6c7bfafd626e,2013-05-30 00:00:00,,199.8519
33af534d-791b-4e79-83ba-8dbead780cca,2013-05-30 00:00:00,,199.8519
32c6d99e-60aa-4fb0-b02a-4d8b6fa00df9,2013-05-30 00:00:00,,199.8519
034dd255-b8c6-4487-aa04-df987a7f9883,2013-05-30 00:00:00,,199.8519
d6b7d804-9c7a-4790-bde4-f37aca393a9c,2013-05-30 00:00:00,,199.8519
ead0d496-8c78-4a34-985a-09fdb5afa5a5,2013-05-30 00:00:00,,199.8519
3c58bc23-ca1b-45e9-8089-163553ba5e56,2013-05-30 00:00:00,,199.3757
4d3ef241-c1b4-4d65-8d6c-3a5e16e6315e,2013-05-30 00:00:00,,199.3757
903c137b-1cc1-47c6-ac9a-c543adf88bcb,2013-05-30 00:00:00,,199.3757
6e6f4c61-14c7-44fa-a237-565838e49bdb,2013-05-30 00:00:00,,47.286
c018f098-edca-4518-8c45-825518ab6dfa,2013-05-30 00:00:00,,12.0413
72c1a1ef-01b5-4735-b197-13fba276f838,2013-05-30 00:00:00,,17.3782
a80648ee-8bba-4ba0-a3e7-37ec038f8c31,2013-05-30 00:00:00,,23.3722
8b970db8-0b37-4005-bf21-7f1e450e6dc9,2013-05-30 00:00:00,,12.0413
bdedb334-e600-428b-94b5-05d7e5bb2fed,2013-05-30 00:00:00,,17.3782
4ff629fe-afe7-4ce3-ad78-1b7951100c74,2013-05-30 00:00:00,,23.3722
706c7d6d-63a8-4b13-9307-91771521261d,2013-05-30 00:00:00,,12.0413
eeafebf3-aab4-4b46-b852-c81646deea34,2013-05-30 00:00:00,,17.3782
7478abf4-1a94-4618-ac1a-d0e18ff019d6,2013-05-30 00:00:00,,23.3722
e6f3e1fb-8250-487d-b38c-df7d6a3cdbeb,2013-05-30 00:00:00,,144.5938
af6cf083-89b2-4764-9a6f-23a681c55134,2013-05-30 00:00:00,,144.5938
69ce0031-0705-482b-9d95-03ba146d4df7,2013-05-30 00:00:00,,144.5938
824e35ab-e7db-4b0d-a389-7524973b62ac,2013-05-30 00:00:00,,144.5938
5c21012d-91d4-450b-ad27-bd9311847781,2013-05-30 00:00:00,,1.8663
c0429100-f92a-42a4-afa5-b652cee57249,2013-05-30 00:00:00,,1.4923
e03e45e2-c033-4832-9ece-c8bd1ff42d30,2013-05-30 00:00:00,,1.8663
19ad13f4-c072-43dc-a803-a0e356fe0370,2013-05-30 00:00:00,,136.785
9bce1547-f99a-40de-bf4a-22e457416b67,2013-05-30 00:00:00,,136.785
f97de475-9d9a-4989-9fcd-61cb6ba52ee0,2013-05-30 00:00:00,,136.785
226c65bd-af15-43e6-8de3-9251fe84d894,2013-05-30 00:00:00,,136.785
a9c90cfa-eab9-4fa8-b570-fc4bde2fc0dd,2013-05-30 00:00:00,,9.3463
86b151b1-0502-4068-b4b1-53e00cb7821a,2013-05-30 00:00:00,,11.2163
0e0dc390-a9fd-4781-b354-71c1639aec8d,2013-05-30 00:00:00,,13.09
c29770e4-ee45-4307-a756-04c1a8780c9b,2013-05-30 00:00:00,,8.0373
aa35d45b-d440-4ff6-9dc9-0c14277b1925,2013-05-30 00:00:00,,9.3463
fe7a6a2b-d6a6-48e7-869b-91acf497fe83,2013-05-30 00:00:00,,12.1924
71cee1fa-a7d3-423a-8bf8-d586f864dc30,2013-05-30 00:00:00,,10.8423
52c6dab5-0084-4f4d-8f21-42ab0778ff11,2013-05-30 00:00:00,,17.9776
19da126a-c1c9-40a0-a361-a4a5ed0288a1,2013-05-30 00:00:00,,27.568
4b67b77f-4bfb-429a-aa94-91f915bcf048,2013-05-30 00:00:00,,35.9596
c51bb610-3391-42d9-921a-8ac5ea5fe70a,2013-05-30 00:00:00,,17.9776
a6799320-6f1a-4bb8-8b2c-75c7e38f46a4,2013-05-30 00:00:00,,27.568
204a4c4f-4334-46a9-ae63-a82841de7147,2013-05-30 00:00:00,,35.9596
55eba9c8-6e05-438a-91b9-56126125c81e,2013-05-30 00:00:00,,35.9596
82a9cccc-088a-4477-83ab-eb7c4a90edd2,2013-05-30 00:00:00,,199.3757
7e1bc892-59f9-4451-ba15-dd777c88a7bf,2013-05-30 00:00:00,,136.785
06bfa0ff-a56c-43d4-9226-f641c27a09ed,2013-05-30 00:00:00,,144.5938
020cd2f9-46b3-4d75-8f85-9f19fd96d4dd,2013-05-30 00:00:00,,40.6216
909f7838-a2e1-4ad6-b192-d37d9c739972,2013-05-30 00:00:00,,20.464
0f82ee61-5f2d-429f-8d15-3c477cf1d485,2013-05-30 00:00:00,,40.6571
fb4ea58b-224a-4025-ace2-f18b3c4644ab,2013-05-30 00:00:00,,47.286
8b63c57a-01e2-4628-afd4-848a604b3ba9,2013-05-30 00:00:00,,77.9176
8738ad03-eb07-4a98-9cbb-c99d5f56b317,2013-05-30 00:00:00,,113.8816
c11b4f87-b152-4106-ab22-8899d60badaa,2013-05-30 00:00:00,,179.8156
ed8b4c31-7ac9-45af-bbdb-139a4526154d,2013-05-30 00:00:00,,8.9866
df8a132e-2afc-44f5-b475-83549c976416,2013-05-30 00:00:00,,755.1508
681d729f-da4f-4ee4-a4bc-cc67e8501332,2013-05-30 00:00:00,,1481.9379
79df957c-9fbf-457d-9b88-b96d07a07df6,2013-05-30 00:00:00,,1481.9379
d3aec913-eebc-450e-81ce-2ae9b0e79c2c,2013-05-30 00:00:00,,1481.9379
d5a1745e-512a-4b41-95ef-4cc650f12ee6,2013-05-30 00:00:00,,1481.9379
d1d6f9c9-0ea3-412a-8336-4428d447564f,2013-05-30 00:00:00,,461.4448
8699e78f-9041-4865-a4ac-add3846c9dcd,2013-05-30 00:00:00,,461.4448
41aaf00f-62b9-4a28-9a7b-ac005c5bc4e1,2013-05-30 00:00:00,,461.4448
6cff086b-0f17-4fda-a304-7479e5f57f4b,2013-05-30 00:00:00,,461.4448
5fb55b6a-a6e8-4c97-baa5-32e58f0852be,2013-05-30 00:00:00,,461.4448
7614c1d6-4518-4d23-b199-3b172d3db8dc,2013-05-30 00:00:00,,461.4448
95f3c08d-7417-46a2-8ddf-ede85539d8cb,2013-05-30 00:00:00,,461.4448
6ec96a66-41bd-4185-8f64-d96de0b517f4,2013-05-30 00:00:00,,461.4448
0bcdf26e-83fc-4c51-956d-5fa4333ef1cf,2013-05-30 00:00:00,,1481.9379
c5de368c-7bad-4f14-809f-e1e095b985a3,2013-05-30 00:00:00,,1481.9379
b4e41c93-3be1-4d51-9ed4-b13985427fd1,2013-05-30 00:00:00,,1481.9379
b443720f-61f8-4c60-aff8-a1a2acccec4e,2013-05-30 00:00:00,,1481.9379
832497fb-759a-4c1a-a048-7e400fc82252,2013-05-30 00:00:00,,755.1508
a4eb0868-d22e-44e1-b5ea-52e7dec523e6,2013-05-30 00:00:00,,755.1508
0ca845f4-8a26-489d-8001-c14693941ed0,2013-05-30 00:00:00,,755.1508
4e1cc78a-8fb4-4150-8f45-538d9cdf9534,2013-05-30 00:00:00,,1082.51
d31475b5-00e7-4dc9-a860-dd8b02382aa9,2013-05-30 00:00:00,,1082.51
1a5be727-89db-47d2-a367-595b06984346,2013-05-30 00:00:00,,1082.51
997a4288-fa52-4757-83f0-0282eff84b00,2013-05-30 00:00:00,,1082.51
8d7a399f-c66b-48f3-aa0d-dc2307f650f1,2013-05-30 00:00:00,,343.6496
5a01c6c2-a5d8-47ec-a23f-9e08a494b17b,2013-05-30 00:00:00,,461.4448
6ffc6f55-4c9b-4754-9587-48ea030d529d,2013-05-30 00:00:00,,461.4448
2139f5cd-c7e4-4c6e-9e51-7bac62fcd556,2013-05-30 00:00:00,,419.7784
87746c06-0bdd-475b-9305-a8eb260c1b92,2013-05-30 00:00:00,,419.7784
17e2a0f6-9af8-4158-9ef6-1e53fc5fe1e2,2013-05-30 00:00:00,,419.7784
d1dacc4f-d2bd-471d-b79c-93fa7af9afc2,2013-05-30 00:00:00,,419.7784
749c1b60-cec2-47ce-893b-d5cf75335850,2013-05-30 00:00:00,,308.2179
765b1c6f-a1e2-4359-9453-824e7f40a15e,2013-05-30 00:00:00,,308.2179
527e2f6d-a5f6-4c36-a937-deef2fbc47e8,2013-05-30 00:00:00,,308.2179
fa3b3c40-ecaf-45e9-a084-1c717ee305a6,2013-05-30 00:00:00,,308.2179
6bead63b-f257-4bed-bd8e-564e9ad98744,2013-05-30 00:00:00,,308.2179
e7f9c66f-61d6-46af-b105-b2c6d95bdc09,2013-05-30 00:00:00,,294.5797
ce0a0304-eeaf-4032-b4ae-1a31c74ce76b,2013-05-30 00:00:00,,294.5797
71e070ce-de7f-4327-bedf-bfb3b1b7b1e1,2013-05-30 00:00:00,,294.5797
ee1e7548-8827-4e3e-a68b-2079ce1d5426,2013-05-30 00:00:00,,294.5797
fa7db475-1b85-427c-8412-1631c8f94cca,2013-05-30 00:00:00,,294.5797
87690ff0-34eb-415a-98ee-981a622b9720,2013-05-30 00:00:00,,23.9716
200cc53b-149e-4ca9-b6c5-a24b64c21037,2013-05-30 00:00:00,,44.9506
4fd0321d-ee23-42e9-a83a-5e00b9cfd4a7,2013-05-30 00:00:00,,53.9416
1f5b6be5-4c24-44dd-8ad7-485c8af1e663,2013-05-30 00:00:00,,343.6496
be9d43b2-f6c0-438f-96dd-d617d940e01b,2013-05-30 00:00:00,,343.6496
baa5d2ab-1ca0-4515-bc82-da9b19597385,2013-05-30 00:00:00,,343.6496
